player_name,game_date,season,inning,at_bat_number,pitch_number,release_speed,release_spin_rate,pfx_x,pfx_z,release_extension,balls,strikes
"Gausman, Kevin",2019-05-03,2019,2,13,3,94.8,2302,-1.08,1.26,6.2,2,0
"Gausman, Kevin",2019-05-03,2019,2,12,3,95.9,2361,-1.12,1.36,6.1,1,1
"Gausman, Kevin",2019-05-03,2019,2,12,2,95.6,2302,-1.13,1.24,6.1,0,1
"Gausman, Kevin",2019-05-03,2019,2,12,1,94.4,2262,-1.01,1.44,5.9,0,0
"Gausman, Kevin",2019-05-03,2019,2,11,2,94.6,2281,-0.98,1.46,6.1,0,1
"Gausman, Kevin",2019-05-03,2019,2,11,1,94.5,2212,-0.79,1.41,6.1,0,0
"Gausman, Kevin",2019-05-03,2019,1,7,6,98.2,2398,-1.18,1.3,5.9,3,2
"Gausman, Kevin",2019-05-03,2019,1,7,3,97.3,2339,-0.95,1.54,6,0,2
"Gausman, Kevin",2019-05-03,2019,1,7,1,95.4,2214,-1.06,1.23,5.9,0,0
"Gausman, Kevin",2019-05-03,2019,1,6,2,94.9,2250,-0.99,1.29,6,1,0
"Cole, Gerrit",2019-05-11,2019,6,43,4,100,2721,-0.94,1.58,6.1,1,2
"Cole, Gerrit",2019-05-11,2019,6,43,3,99.1,2628,-0.93,1.55,6.1,1,1
"Alcantara, Sandy",2019-05-11,2019,6,49,3,96.6,2340,-0.75,1.08,5.8,0,2
"Cole, Gerrit",2019-05-11,2019,6,43,2,99,2582,-1.03,1.51,6.2,1,0
"Alcantara, Sandy",2019-05-11,2019,6,49,2,95.5,2330,-0.6,1.2,6.3,0,1
"Cole, Gerrit",2019-05-11,2019,6,43,1,98.8,2587,-0.77,1.42,6.4,0,0
"Cole, Gerrit",2019-05-11,2019,6,41,2,97.5,2449,-0.77,1.46,6.7,0,1
"Cole, Gerrit",2019-05-11,2019,6,41,1,97.4,2418,-0.99,1.43,6.2,0,0
"Cole, Gerrit",2019-05-11,2019,6,40,1,96.8,2384,-0.94,1.32,6.4,0,0
"Alcantara, Sandy",2019-05-11,2019,6,46,4,95.1,2282,-0.93,1.34,5.6,1,2
"Gausman, Kevin",2019-05-11,2019,6,50,3,97,2324,-0.81,1.29,6.1,0,2
"Cole, Gerrit",2019-05-11,2019,6,39,2,95.9,2434,-0.76,1.44,6.2,0,1
"Cole, Gerrit",2019-05-11,2019,6,39,1,95.2,2525,-0.83,1.65,6.5,0,0
"Gausman, Kevin",2019-05-11,2019,6,48,4,90.7,2289,-0.72,1.38,6.2,3,0
"Cole, Gerrit",2019-05-11,2019,5,32,2,96.4,2546,-0.92,1.53,6.2,0,1
"Gausman, Kevin",2019-05-11,2019,6,48,3,93.1,2432,-0.87,1.37,6.2,2,0
"Cole, Gerrit",2019-05-11,2019,5,31,5,99.1,2438,-0.85,1.5,6,2,2
"Alcantara, Sandy",2019-05-11,2019,6,44,4,97.5,2325,-0.81,1.17,5.5,1,2
"Gausman, Kevin",2019-05-11,2019,6,47,2,93.7,2292,-0.88,1.17,6.5,1,0
"Gausman, Kevin",2019-05-11,2019,6,47,1,94,2309,-0.93,1.21,6.1,0,0
"Cole, Gerrit",2019-05-11,2019,5,31,1,97.7,2581,-1.03,1.53,6.2,0,0
"Gausman, Kevin",2019-05-11,2019,6,46,3,95.3,2255,-0.9,1.23,5.9,0,2
"Gausman, Kevin",2019-05-11,2019,6,46,1,92.3,2234,-0.68,1.22,5.8,0,0
"Cole, Gerrit",2019-05-11,2019,5,30,2,97.3,2488,-0.9,1.54,6.2,0,1
"Gausman, Kevin",2019-05-11,2019,6,45,1,90.9,2234,-0.72,1.17,6.1,0,0
"Gausman, Kevin",2019-05-11,2019,5,41,3,97.1,2315,-0.79,1.15,6.1,0,2
"Gausman, Kevin",2019-05-11,2019,5,41,2,95.2,2314,-0.86,1.19,5.9,0,1
"Gausman, Kevin",2019-05-11,2019,5,41,1,93.6,2247,-0.7,1.33,6.1,0,0
"Cole, Gerrit",2019-05-11,2019,4,25,4,98.5,2553,-0.96,1.51,6.1,2,1
"Alcantara, Sandy",2019-05-11,2019,5,38,3,95.7,2326,-0.66,1.33,5.5,1,1
"Cole, Gerrit",2019-05-11,2019,4,25,3,98.2,2517,-0.72,1.48,6.3,2,0
"Gausman, Kevin",2019-05-11,2019,5,40,5,93.5,2334,-0.88,1.18,6.2,2,2
"Alcantara, Sandy",2019-05-11,2019,5,38,1,94.9,2375,-0.88,1.12,5.6,0,0
"Cole, Gerrit",2019-05-11,2019,4,25,1,97,2432,-0.99,1.24,6.4,0,0
"Alcantara, Sandy",2019-05-11,2019,5,37,3,94.4,2305,-0.88,1.21,5.4,0,2
"Gausman, Kevin",2019-05-11,2019,5,40,1,92.4,2245,-0.78,0.92,6.3,0,0
"Cole, Gerrit",2019-05-11,2019,4,24,3,98.3,2621,-0.95,1.66,6.6,1,1
"Gausman, Kevin",2019-05-11,2019,5,39,2,90.8,2023,-0.78,1.04,5.7,0,1
"Cole, Gerrit",2019-05-11,2019,4,24,2,98.3,2551,-0.85,1.52,6.2,1,0
"Alcantara, Sandy",2019-05-11,2019,4,33,8,96.2,2369,-0.7,1.27,5.9,3,2
"Gausman, Kevin",2019-05-11,2019,5,39,1,90.3,2092,-0.57,1.25,6.3,0,0
"Alcantara, Sandy",2019-05-11,2019,4,33,7,97,2270,-0.59,1.32,5.7,3,2
"Alcantara, Sandy",2019-05-11,2019,4,33,6,96.3,2149,-0.45,1.09,5.9,2,2
"Gausman, Kevin",2019-05-11,2019,4,34,4,95.8,2218,-0.98,1.27,6.4,1,2
"Cole, Gerrit",2019-05-11,2019,4,23,5,97.9,2536,-1.07,1.51,5.9,1,2
"Alcantara, Sandy",2019-05-11,2019,4,33,5,97.9,2273,-0.69,1.23,5.9,2,2
"Cole, Gerrit",2019-05-11,2019,4,23,4,98.3,2484,-1.05,1.59,6.1,1,2
"Alcantara, Sandy",2019-05-11,2019,4,33,4,96.2,2301,-0.68,1.25,5.8,2,1
"Gausman, Kevin",2019-05-11,2019,4,34,2,95.1,2208,-1.19,1.2,6,0,1
"Alcantara, Sandy",2019-05-11,2019,4,33,3,97.6,2380,-0.65,1.25,5.9,1,1
"Gausman, Kevin",2019-05-11,2019,4,33,3,95.6,2304,-1.08,1.36,6,0,2
"Cole, Gerrit",2019-05-11,2019,4,23,2,97.1,2517,-1.07,1.5,6.3,0,1
"Cole, Gerrit",2019-05-11,2019,4,23,1,97.3,2576,-1.16,1.57,6.2,0,0
"Alcantara, Sandy",2019-05-11,2019,4,33,1,97,2332,-0.82,1.33,5.6,0,0
"Gausman, Kevin",2019-05-11,2019,4,33,1,92.4,2028,-0.72,1.15,6.5,0,0
"Cole, Gerrit",2019-05-11,2019,4,22,1,96.9,2590,-0.9,1.66,6.1,0,0
"Alcantara, Sandy",2019-05-11,2019,4,32,5,96.8,2417,-0.73,1.31,5.7,2,2
"Cole, Gerrit",2019-05-11,2019,3,17,2,98,2596,-1.1,1.52,6,0,1
"Alcantara, Sandy",2019-05-11,2019,4,32,4,95.9,2213,-0.65,1.26,5.8,2,1
"Alcantara, Sandy",2019-05-11,2019,4,32,2,95.5,2299,-0.83,1.24,5.8,1,0
"Gausman, Kevin",2019-05-11,2019,4,32,1,92.8,2225,-0.82,1.51,6.1,0,0
"Cole, Gerrit",2019-05-11,2019,3,16,1,95.4,2486,-1,1.38,6.2,0,0
"Alcantara, Sandy",2019-05-11,2019,4,32,1,96.1,2321,-0.7,1.38,5.5,0,0
"Cole, Gerrit",2019-05-11,2019,3,15,6,97.9,2604,-1.1,1.57,6.2,3,2
"Gausman, Kevin",2019-05-11,2019,4,31,2,92,2118,-0.65,1.41,5.9,1,0
"Cole, Gerrit",2019-05-11,2019,3,15,5,96.2,2478,-1.01,1.53,6,3,1
"Gausman, Kevin",2019-05-11,2019,4,31,1,92.2,2067,-0.97,1.02,6.2,0,0
"Cole, Gerrit",2019-05-11,2019,3,15,3,96.5,2519,-0.87,1.54,5.9,1,1
"Cole, Gerrit",2019-05-11,2019,3,15,2,96,2541,-1.17,1.56,6.2,0,1
"Cole, Gerrit",2019-05-11,2019,3,15,1,96.5,2513,-0.88,1.53,6.1,0,0
"Gausman, Kevin",2019-05-11,2019,3,24,2,92.3,2260,-0.94,1.32,6.3,0,1
"Cole, Gerrit",2019-05-11,2019,2,10,3,97.7,2530,-1.15,1.48,5.9,1,1
"Gausman, Kevin",2019-05-11,2019,3,24,1,92.9,2129,-0.99,1.08,6.5,0,0
"Gausman, Kevin",2019-05-11,2019,3,23,5,91.6,2260,-0.78,1.31,6.5,3,1
"Alcantara, Sandy",2019-05-11,2019,4,28,2,95,2199,-0.66,1.15,5.3,0,1
"Cole, Gerrit",2019-05-11,2019,2,9,7,98.5,2596,-0.97,1.55,6.3,3,2
"Cole, Gerrit",2019-05-11,2019,2,9,5,99.5,2607,-1.01,1.4,6.5,1,2
"Alcantara, Sandy",2019-05-11,2019,3,21,4,97.1,2335,-0.64,1.3,6.1,1,2
"Gausman, Kevin",2019-05-11,2019,3,23,1,92.3,2225,-0.77,1.64,6.2,0,0
"Gausman, Kevin",2019-05-11,2019,3,22,6,92.9,2164,-0.98,1.31,6.2,3,2
"Alcantara, Sandy",2019-05-11,2019,3,21,3,94.8,2272,-0.7,1.21,5.8,1,1
"Gausman, Kevin",2019-05-11,2019,3,22,5,92.4,2164,-1.14,1.19,6.1,3,1
"Alcantara, Sandy",2019-05-11,2019,3,21,2,94.1,2278,-0.68,1.15,5.9,0,1
"Gausman, Kevin",2019-05-11,2019,3,22,4,90.1,2226,-1.08,1.15,6.1,3,0
"Cole, Gerrit",2019-05-11,2019,2,9,2,97.7,2478,-0.95,1.58,6,0,1
"Cole, Gerrit",2019-05-11,2019,2,9,1,97.8,2620,-0.75,1.46,6.1,0,0
"Gausman, Kevin",2019-05-11,2019,3,22,3,93.3,2323,-0.91,1.21,6.1,2,0
"Cole, Gerrit",2019-05-11,2019,2,8,6,99.3,2671,-0.93,1.49,6.4,2,2
"Gausman, Kevin",2019-05-11,2019,3,22,1,91.1,2046,-1.02,1.26,6,0,0
"Cole, Gerrit",2019-05-11,2019,2,8,4,98.4,2567,-1.07,1.49,6.3,1,2
"Alcantara, Sandy",2019-05-11,2019,3,19,1,94.1,2312,-0.74,1.29,5.5,0,0
"Gausman, Kevin",2019-05-11,2019,2,15,3,93.2,2301,-0.82,1.28,6.4,1,1
"Alcantara, Sandy",2019-05-11,2019,2,13,6,96.2,2311,-0.33,1.46,5.9,3,2
"Gausman, Kevin",2019-05-11,2019,2,15,2,91.6,2230,-0.92,1.3,6.4,1,0
"Gausman, Kevin",2019-05-11,2019,2,15,1,92.5,2035,-0.91,1.05,6.4,0,0
"Cole, Gerrit",2019-05-11,2019,2,8,1,96.6,2444,-0.82,1.58,6.3,0,0
"Cole, Gerrit",2019-05-11,2019,2,7,8,98.8,2521,-0.85,1.51,6.1,3,2
"Alcantara, Sandy",2019-05-11,2019,2,13,4,96.3,2203,-0.65,1.2,4.7,1,2
"Gausman, Kevin",2019-05-11,2019,2,14,3,94.2,2307,-1.14,0.96,6.2,1,1
"Alcantara, Sandy",2019-05-11,2019,2,13,3,95.5,2261,-0.77,1.2,5.8,0,2
"Cole, Gerrit",2019-05-11,2019,2,7,7,98.9,2531,-1.01,1.44,6.1,3,2
"Alcantara, Sandy",2019-05-11,2019,2,13,1,95,2205,-0.39,1.46,5.9,0,0
"Gausman, Kevin",2019-05-11,2019,2,13,4,94.6,2348,-1.04,1.21,6.1,1,2
"Cole, Gerrit",2019-05-11,2019,2,7,4,97.8,2572,-1.07,1.51,6.3,0,2
"Gausman, Kevin",2019-05-11,2019,2,13,2,92.8,2261,-0.74,1.38,6.1,0,1
"Alcantara, Sandy",2019-05-11,2019,2,11,2,95.2,2195,-0.65,1.12,6,0,1
"Gausman, Kevin",2019-05-11,2019,2,13,1,91.5,2217,-0.99,1.38,5.9,0,0
"Cole, Gerrit",2019-05-11,2019,2,7,1,96.9,2578,-1.2,1.46,5.8,0,0
"Gausman, Kevin",2019-05-11,2019,1,6,2,93.5,2264,-1.1,1.34,6.1,0,1
"Cole, Gerrit",2019-05-11,2019,1,2,4,99.4,2614,-1.2,1.57,6.2,1,2
"Gausman, Kevin",2019-05-11,2019,1,5,4,94.6,2310,-1.14,1.21,5.9,0,2
"Cole, Gerrit",2019-05-11,2019,1,2,3,97.8,2544,-1.17,1.57,6,0,2
"Cole, Gerrit",2019-05-11,2019,1,2,1,97.8,2603,-1.16,1.71,6.1,0,0
"Cole, Gerrit",2019-05-11,2019,1,1,5,98.8,2614,-1.23,1.49,6.5,2,2
"Gausman, Kevin",2019-05-11,2019,1,5,1,93,2313,-1,1.58,6.1,0,0
"Gausman, Kevin",2019-05-11,2019,1,4,4,94.4,2415,-1.1,1.5,6,1,2
"Gausman, Kevin",2019-05-11,2019,1,4,3,93.2,2352,-1.17,1.44,6.6,1,1
"Alcantara, Sandy",2019-05-11,2019,1,4,3,94.3,2035,-0.79,1.22,5.6,0,2
"Alcantara, Sandy",2019-05-11,2019,1,4,2,93,2287,-0.96,1.44,5.4,0,1
"Gausman, Kevin",2019-05-11,2019,1,4,2,91,2171,-0.82,1.45,6.4,1,0
"Cole, Gerrit",2019-05-11,2019,1,1,2,97,2585,-1.28,1.59,6,0,1
"Gausman, Kevin",2019-05-11,2019,1,4,1,90.9,2160,-0.95,1.26,6.2,0,0
"Cole, Gerrit",2019-05-11,2019,1,1,1,97.2,2668,-1.08,1.68,6,0,0
"Wheeler, Zack",2019-05-10,2019,7,68,3,96.4,2419,-0.93,1.29,6.7,2,0
"Wheeler, Zack",2019-05-10,2019,7,68,2,95.5,2351,-0.84,1.28,6.6,1,0
"Wheeler, Zack",2019-05-10,2019,6,60,3,96.6,2406,-0.96,1.28,6.5,0,2
"Wheeler, Zack",2019-05-10,2019,6,60,1,94.1,2321,-1.05,1.33,6.5,0,0
"Wheeler, Zack",2019-05-10,2019,5,51,3,95.5,2337,-1.03,1.27,6.8,0,2
"Wheeler, Zack",2019-05-10,2019,5,51,1,94.9,2421,-0.82,1.39,6.8,0,0
"Wheeler, Zack",2019-05-10,2019,5,49,4,97,2328,-0.69,1.22,6.9,1,2
"Wheeler, Zack",2019-05-10,2019,5,49,3,95.9,2263,-0.57,1.09,6.6,0,2
"Wheeler, Zack",2019-05-10,2019,5,48,2,95.2,2233,-1.03,1.31,6.9,1,0
"Wheeler, Zack",2019-05-10,2019,4,40,3,96.3,2267,-1,1.18,6.6,1,1
"Wheeler, Zack",2019-05-10,2019,4,37,2,96.6,2310,-0.76,1.31,6.7,1,0
"Wheeler, Zack",2019-05-10,2019,4,37,1,96.1,2320,-0.85,1.25,6.8,0,0
"Wheeler, Zack",2019-05-10,2019,2,21,5,97.2,2354,-0.92,1.37,6.6,2,2
"Wheeler, Zack",2019-05-10,2019,2,21,3,96.4,2196,-0.98,1.31,6.8,2,0
"Wheeler, Zack",2019-05-10,2019,2,21,2,97,2313,-0.84,1.26,6.5,1,0
"Wheeler, Zack",2019-05-10,2019,2,20,6,97.4,2464,-0.73,1.35,6.9,3,2
"Wheeler, Zack",2019-05-10,2019,2,20,3,96.8,2413,-0.9,1.33,6.7,1,1
"Wheeler, Zack",2019-05-10,2019,2,20,1,96.5,2298,-0.75,1.29,6.5,0,0
"Wheeler, Zack",2019-05-10,2019,2,19,2,97.6,2443,-0.89,1.48,6.6,1,0
"Wheeler, Zack",2019-05-10,2019,2,19,1,96.9,2385,-0.91,1.43,6.7,0,0
"Wheeler, Zack",2019-05-10,2019,2,18,1,97.1,2357,-1.02,1.35,6.7,0,0
"Wheeler, Zack",2019-05-10,2019,2,17,3,96.9,2358,-0.99,1.3,6.9,0,2
"Wheeler, Zack",2019-05-10,2019,1,2,4,97.6,2277,-0.9,1.44,6.5,2,1
"Wheeler, Zack",2019-05-10,2019,1,2,1,97.8,2260,-0.9,1.22,6.8,0,0
"Wheeler, Zack",2019-05-10,2019,1,1,1,96.2,2144,-1.01,1.32,6.7,0,0
"Cole, Gerrit",2019-05-22,2019,6,43,7,98.8,2573,-0.86,1.54,6.2,2,2
"Cole, Gerrit",2019-05-22,2019,6,43,5,98.3,2632,-0.85,1.67,6.2,0,2
"Cole, Gerrit",2019-05-22,2019,6,43,4,97.1,2562,-0.85,1.76,6.3,0,2
"Cole, Gerrit",2019-05-22,2019,6,42,6,97.2,2540,-1.08,1.52,6.1,3,2
"Cole, Gerrit",2019-05-22,2019,6,42,5,96.9,2459,-0.77,1.82,6.6,3,1
"Cole, Gerrit",2019-05-22,2019,6,42,4,95.8,2554,-0.72,1.54,6.4,3,0
"Cole, Gerrit",2019-05-22,2019,6,42,2,95.4,2404,-0.94,1.38,6.5,1,0
"Cole, Gerrit",2019-05-22,2019,6,42,1,95.7,2501,-0.78,1.65,6.1,0,0
"Cole, Gerrit",2019-05-22,2019,6,41,4,94.3,2483,-1.18,1.44,6.6,2,1
"Cole, Gerrit",2019-05-22,2019,6,41,2,95.4,2481,-0.7,1.68,5.9,1,0
"Cole, Gerrit",2019-05-22,2019,6,41,1,93.8,2394,-0.53,1.61,6.1,0,0
"Cole, Gerrit",2019-05-22,2019,5,34,2,94.2,2467,-0.81,1.31,6.2,0,1
"Cole, Gerrit",2019-05-22,2019,5,33,4,95.1,2318,-0.82,1.64,6.4,1,2
"Cole, Gerrit",2019-05-22,2019,5,33,2,94.4,2468,-0.65,1.64,6.3,0,1
"Cole, Gerrit",2019-05-22,2019,5,33,1,92.1,2400,-1.05,1.75,6.3,0,0
"Cole, Gerrit",2019-05-22,2019,5,32,3,92.9,2377,-0.73,1.69,6.4,1,1
"Cole, Gerrit",2019-05-22,2019,5,32,1,92.6,2381,-0.98,1.37,6.3,0,0
"Cole, Gerrit",2019-05-22,2019,4,24,4,95.3,2419,-0.81,1.66,6.1,2,1
"Cole, Gerrit",2019-05-22,2019,4,24,3,94.4,2426,-0.74,1.5,6.3,1,1
"Cole, Gerrit",2019-05-22,2019,4,24,1,93.7,2367,-0.77,1.57,6.3,0,0
"Cole, Gerrit",2019-05-22,2019,4,23,6,97.1,2549,-0.84,1.58,6.3,3,2
"Cole, Gerrit",2019-05-22,2019,4,23,5,96.9,2587,-1.04,1.59,6.4,3,1
"Cole, Gerrit",2019-05-22,2019,4,23,4,94.5,2429,-0.81,1.81,6.2,3,0
"Cole, Gerrit",2019-05-22,2019,4,23,2,94.4,2504,-0.91,1.74,6.3,1,0
"Cole, Gerrit",2019-05-22,2019,4,23,1,93.8,2495,-0.9,1.79,6.1,0,0
"Cole, Gerrit",2019-05-22,2019,4,22,4,95.5,2546,-1.07,1.65,6.3,1,2
"Cole, Gerrit",2019-05-22,2019,4,22,3,95.3,2483,-0.91,1.81,6.2,1,1
"Cole, Gerrit",2019-05-22,2019,4,21,3,94.6,2453,-1.22,1.71,6.4,1,1
"Cole, Gerrit",2019-05-22,2019,4,20,3,93.6,2475,-1.16,1.69,6.2,0,2
"Cole, Gerrit",2019-05-22,2019,4,20,1,92.7,2561,-1.2,1.76,6.3,0,0
"Cole, Gerrit",2019-05-22,2019,3,16,4,95.8,2556,-0.88,1.56,6.1,1,2
"Cole, Gerrit",2019-05-22,2019,3,16,3,93.1,2419,-0.97,1.53,6.2,1,1
"Cole, Gerrit",2019-05-22,2019,3,16,2,93.8,2439,-0.78,1.56,6.3,0,1
"Cole, Gerrit",2019-05-22,2019,3,15,5,96.2,2467,-1.01,1.55,6,2,2
"Cole, Gerrit",2019-05-22,2019,3,15,4,94.7,2463,-0.82,1.54,6.5,2,1
"Cole, Gerrit",2019-05-22,2019,3,15,3,94.1,2438,-0.9,1.61,6.5,1,1
"Cole, Gerrit",2019-05-22,2019,3,15,2,94.3,2530,-1.03,1.43,5.9,1,0
"Cole, Gerrit",2019-05-22,2019,3,14,4,96.6,2483,-0.83,1.55,6.4,1,2
"Cole, Gerrit",2019-05-22,2019,3,14,2,93.1,2450,-0.97,1.59,5.9,0,1
"Cole, Gerrit",2019-05-22,2019,3,14,1,93.3,2502,-0.95,1.74,6.1,0,0
"Cole, Gerrit",2019-05-22,2019,2,10,2,94.6,2402,-1.11,1.35,6.6,0,1
"Cole, Gerrit",2019-05-22,2019,2,10,1,93.8,2389,-0.99,1.49,6.5,0,0
"Cole, Gerrit",2019-05-22,2019,2,9,3,93.4,2433,-0.79,1.58,6.3,0,2
"Cole, Gerrit",2019-05-22,2019,2,8,1,92.8,2413,-0.95,1.58,6.4,0,0
"Cole, Gerrit",2019-05-22,2019,2,7,1,93.3,2537,-1.06,1.92,6.3,0,0
"Cole, Gerrit",2019-05-22,2019,1,3,5,97.1,2612,-0.98,1.78,6.1,1,2
"Cole, Gerrit",2019-05-22,2019,1,3,4,96.4,2490,-0.87,1.5,6.4,1,2
"Cole, Gerrit",2019-05-22,2019,1,3,3,93.8,2459,-0.97,1.5,6,1,1
"Cole, Gerrit",2019-05-22,2019,1,3,2,95.2,2495,-0.98,1.44,6.5,0,1
"Cole, Gerrit",2019-05-22,2019,1,3,1,93,2488,-1.12,1.72,6.1,0,0
"Cole, Gerrit",2019-05-22,2019,1,1,5,95.9,2532,-0.97,1.63,6.3,3,1
"Cole, Gerrit",2019-05-22,2019,1,1,3,93.9,2455,-0.87,1.54,6.3,1,1
"Cole, Gerrit",2019-05-22,2019,1,1,2,92,2371,-0.91,1.59,6.3,0,1
"Cole, Gerrit",2019-05-22,2019,1,1,1,93.6,2495,-0.92,1.72,6.4,0,0
"Wheeler, Zack",2019-05-21,2019,7,49,3,94.4,2415,-0.88,1.69,6.8,0,2
"Wheeler, Zack",2019-05-21,2019,7,49,1,93.5,2230,-0.9,1.51,6.4,0,0
"Wheeler, Zack",2019-05-21,2019,7,48,2,94.6,2329,-0.86,1.32,6.3,1,0
"Wheeler, Zack",2019-05-21,2019,7,47,1,94.8,2307,-1.02,1.29,6.6,0,0
"Wheeler, Zack",2019-05-21,2019,7,45,4,95.3,2123,-1.14,1.32,7,1,2
"Wheeler, Zack",2019-05-21,2019,7,45,3,94.4,2192,-1.08,1.28,6.7,1,1
"Wheeler, Zack",2019-05-21,2019,6,41,4,97.2,2463,-1.02,1.66,6.7,2,1
"Wheeler, Zack",2019-05-21,2019,6,40,4,96.9,2447,-1.09,1.54,6.6,2,1
"Wheeler, Zack",2019-05-21,2019,6,40,1,95.1,2413,-0.71,1.57,6.8,0,0
"Wheeler, Zack",2019-05-21,2019,6,39,5,95.8,2388,-0.93,1.4,6.5,1,2
"Wheeler, Zack",2019-05-21,2019,6,39,1,93.9,2272,-0.95,1.42,6.6,0,0
"Wheeler, Zack",2019-05-21,2019,5,31,6,95.6,2368,-1.17,1.51,6.5,2,2
"Wheeler, Zack",2019-05-21,2019,5,31,3,96.5,2347,-0.78,1.4,7,0,2
"Wheeler, Zack",2019-05-21,2019,5,31,1,95.5,2234,-0.95,1.48,6.5,0,0
"Wheeler, Zack",2019-05-21,2019,5,30,2,94.7,2353,-1.03,1.49,6.6,0,1
"Wheeler, Zack",2019-05-21,2019,5,29,1,95,2267,-1.23,1.51,6.5,0,0
"Wheeler, Zack",2019-05-21,2019,4,25,3,96.8,2422,-1.07,1.36,6.8,0,2
"Wheeler, Zack",2019-05-21,2019,4,24,1,95.9,2198,-1.3,1.56,6.4,0,0
"Wheeler, Zack",2019-05-21,2019,4,23,1,96.5,2430,-1.29,1.49,6.6,0,0
"Wheeler, Zack",2019-05-21,2019,3,17,2,96.4,2485,-1.24,1.48,7.1,0,1
"Wheeler, Zack",2019-05-21,2019,3,16,4,95.7,2310,-0.91,1.25,7,2,1
"Wheeler, Zack",2019-05-21,2019,3,16,2,96.1,2267,-0.9,1.22,7,1,0
"Wheeler, Zack",2019-05-21,2019,3,15,5,96.7,2318,-0.94,1.47,6.7,2,2
"Wheeler, Zack",2019-05-21,2019,3,15,3,95.8,2338,-0.82,1.65,6.4,1,1
"Wheeler, Zack",2019-05-21,2019,2,10,4,96.4,2410,-0.83,1.4,6.8,2,1
"Wheeler, Zack",2019-05-21,2019,2,10,2,96.6,2378,-0.84,1.47,6.8,1,0
"Wheeler, Zack",2019-05-21,2019,2,9,4,97.9,2296,-0.67,1.39,6.5,2,1
"Wheeler, Zack",2019-05-21,2019,2,9,3,97.2,2338,-0.83,1.53,6.6,1,1
"Wheeler, Zack",2019-05-21,2019,2,8,1,96.1,2183,-1.32,1.5,6.7,0,0
"Wheeler, Zack",2019-05-21,2019,2,7,5,97,2396,-0.95,1.55,6.4,1,2
"Wheeler, Zack",2019-05-21,2019,2,7,3,97.8,2399,-1.04,1.41,6.3,0,2
"Wheeler, Zack",2019-05-21,2019,1,3,5,98.9,2422,-0.85,1.44,6.5,2,2
"Wheeler, Zack",2019-05-21,2019,1,2,1,98.3,2419,-1.1,1.24,6.5,0,0
"Wheeler, Zack",2019-05-21,2019,1,1,6,99.1,2467,-1.05,1.29,6.5,2,2
"Wheeler, Zack",2019-05-21,2019,1,1,4,97.5,2324,-1.03,1.45,6.9,2,1
"Wheeler, Zack",2019-05-21,2019,1,1,1,97.2,2417,-0.86,1.37,6.6,0,0
"Alcantara, Sandy",2019-05-19,2019,9,58,1,97.3,2375,-0.84,1.18,6.2,0,0
"Alcantara, Sandy",2019-05-19,2019,7,40,1,95.4,2214,-0.64,1.22,5.7,0,0
"Alcantara, Sandy",2019-05-19,2019,6,34,3,97.1,2285,-0.6,1.4,5.8,0,2
"Alcantara, Sandy",2019-05-19,2019,5,26,1,96.4,2274,-0.79,1.27,5.8,0,0
"Alcantara, Sandy",2019-05-19,2019,3,13,4,96.9,2282,-0.62,1.37,5.6,1,2
"Alcantara, Sandy",2019-05-19,2019,1,1,2,94.9,2095,-0.66,1.23,5.5,1,0
"Alcantara, Sandy",2019-05-19,2019,1,1,1,95.5,2093,-0.75,1.04,5.4,0,0
"Gausman, Kevin",2019-05-18,2019,6,47,3,96.3,2126,-0.88,1.06,6.2,0,2
"Gausman, Kevin",2019-05-18,2019,6,47,2,95.5,2239,-0.65,1.29,6.1,0,1
"Gausman, Kevin",2019-05-18,2019,6,47,1,94,2207,-0.93,1.13,6.1,0,0
"Gausman, Kevin",2019-05-18,2019,6,46,2,94.8,2227,-0.92,1.04,6,0,1
"Gausman, Kevin",2019-05-18,2019,6,46,1,92.9,2198,-1.07,1,6.1,0,0
"Gausman, Kevin",2019-05-18,2019,5,41,2,95.3,2263,-1.07,1.14,6.4,1,0
"Gausman, Kevin",2019-05-18,2019,5,41,1,93.8,2107,-0.84,1.07,5.7,0,0
"Gausman, Kevin",2019-05-18,2019,5,40,2,94.2,2279,-1.11,1.16,6.4,0,1
"Gausman, Kevin",2019-05-18,2019,5,40,1,94.6,2321,-1.13,1.15,6.4,0,0
"Gausman, Kevin",2019-05-18,2019,5,39,4,94.7,2328,-0.9,1.29,6,1,2
"Gausman, Kevin",2019-05-18,2019,5,39,3,95.3,2273,-0.62,1.15,6.3,0,2
"Gausman, Kevin",2019-05-18,2019,5,39,1,92,2247,-0.71,1.37,6.1,0,0
"Gausman, Kevin",2019-05-18,2019,4,35,4,94.3,2087,-0.84,1.08,6,1,2
"Gausman, Kevin",2019-05-18,2019,4,35,3,95.8,1959,-0.75,1.02,6,0,2
"Gausman, Kevin",2019-05-18,2019,4,35,1,93.7,2098,-0.84,1.14,6.4,0,0
"Gausman, Kevin",2019-05-18,2019,4,34,2,92.2,2232,-0.9,1.19,6.2,0,1
"Gausman, Kevin",2019-05-18,2019,4,34,1,92.9,2208,-1.09,1.08,5.9,0,0
"Gausman, Kevin",2019-05-18,2019,4,33,2,92,2019,-0.73,1.07,6.1,0,1
"Gausman, Kevin",2019-05-18,2019,4,33,1,88.6,2050,-0.79,1.1,5.9,0,0
